number,lang,month,date,page_url,permalink
215,ja,2011-10,2011-10-14,https://www.gamefreak.co.jp/blog/dir/2011/10/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%91%ef%bc%95%e5%9b%9e%e3%83%bb/
215,en,2011-10,2011-10-18,https://www.gamefreak.co.jp/blog/dir_english/2011/10/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-215
216,ja,2011-12,2011-12-13,https://www.gamefreak.co.jp/blog/dir/2011/12/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%91%ef%bc%96%e5%9b%9e%e3%83%bb/
216,en,2011-12,2011-12-13,https://www.gamefreak.co.jp/blog/dir_english/2011/12/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-216
217,ja,2011-12,2011-12-29,https://www.gamefreak.co.jp/blog/dir/2011/12/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%91%ef%bc%97%e5%9b%9e%e3%83%bb/
217,en,2011-12,2011-12-29,https://www.gamefreak.co.jp/blog/dir_english/2011/12/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-217
218,ja,2012-01,2012-01-13,https://www.gamefreak.co.jp/blog/dir/2012/01/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%91%ef%bc%98%e5%9b%9e%e3%83%bb/
218,en,2012-01,2012-01-13,https://www.gamefreak.co.jp/blog/dir_english/2012/01/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-218
219,ja,2012-01,2012-01-23,https://www.gamefreak.co.jp/blog/dir/2012/01/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%91%ef%bc%99%e5%9b%9e%e3%83%bb/
219,en,2012-01,2012-01-30,https://www.gamefreak.co.jp/blog/dir_english/2012/01/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-219
220,ja,2012-02,2012-02-10,https://www.gamefreak.co.jp/blog/dir/2012/02/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%92%ef%bc%90%e5%9b%9e%e3%83%bb/
220,en,2012-02,2012-02-10,https://www.gamefreak.co.jp/blog/dir_english/2012/02/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-220
221,ja,2012-02,2012-02-24,https://www.gamefreak.co.jp/blog/dir/2012/02/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%92%ef%bc%91%e5%9b%9e%e3%83%bb/
221,en,2012-02,2012-02-24,https://www.gamefreak.co.jp/blog/dir_english/2012/02/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-221
222,ja,2012-02,2012-02-29,https://www.gamefreak.co.jp/blog/dir/2012/02/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%92%ef%bc%92%e5%9b%9e%e3%83%bb/
222,en,2012-02,2012-03-01,https://www.gamefreak.co.jp/blog/dir_english/2012/03/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-222
223,ja,2012-03,2012-03-01,https://www.gamefreak.co.jp/blog/dir/2012/03/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%92%ef%bc%93%e5%9b%9e%e3%83%bb/
223,en,2012-03,2012-03-01,https://www.gamefreak.co.jp/blog/dir_english/2012/03/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-223
224,ja,2012-03,2012-03-06,https://www.gamefreak.co.jp/blog/dir/2012/03/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%92%ef%bc%94%e5%9b%9e%e3%83%bb/
224,en,2012-03,2012-03-08,https://www.gamefreak.co.jp/blog/dir_english/2012/03/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-224
225,ja,2012-04,2012-04-17,https://www.gamefreak.co.jp/blog/dir/2012/04/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%92%ef%bc%95%e5%9b%9e%e3%83%bb/
225,en,2012-04,2012-04-20,https://www.gamefreak.co.jp/blog/dir_english/2012/04/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-225
226,ja,2012-08,2012-08-28,https://www.gamefreak.co.jp/blog/dir/2012/08/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%92%ef%bc%96%e5%9b%9e%e3%83%bb/
226,en,2012-08,2012-08-29,https://www.gamefreak.co.jp/blog/dir_english/2012/08/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-226
227,ja,2012-08,2012-08-29,https://www.gamefreak.co.jp/blog/dir/2012/08/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%92%ef%bc%97%e5%9b%9e%e3%83%bb/
227,en,2012-08,2012-08-30,https://www.gamefreak.co.jp/blog/dir_english/2012/08/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-227
228,ja,2012-10,2012-10-05,https://www.gamefreak.co.jp/blog/dir/2012/10/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%92%ef%bc%98%e5%9b%9e%e3%83%bb/
228,en,2012-10,2012-10-05,https://www.gamefreak.co.jp/blog/dir_english/2012/10/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-228
229,ja,2012-11,2012-11-30,https://www.gamefreak.co.jp/blog/dir/2012/11/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%92%ef%bc%99%e5%9b%9e%e3%83%bb/
229,en,2012-11,2012-11-30,https://www.gamefreak.co.jp/blog/dir_english/2012/11/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-229
230,ja,2012-12,2012-12-10,https://www.gamefreak.co.jp/blog/dir/2012/12/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%93%ef%bc%90%e5%9b%9e%e3%83%bb/
230,en,2012-12,2012-12-12,https://www.gamefreak.co.jp/blog/dir_english/2012/12/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-230
231,ja,2012-12,2012-12-17,https://www.gamefreak.co.jp/blog/dir/2012/12/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%93%ef%bc%91%e5%9b%9e%e3%83%bb/
231,en,2012-12,2012-12-18,https://www.gamefreak.co.jp/blog/dir_english/2012/12/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-231
232,ja,2013-01,2013-01-08,https://www.gamefreak.co.jp/blog/dir/2013/01/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%93%ef%bc%92%e5%9b%9e%e3%83%bb/
232,en,2013-01,2013-01-08,https://www.gamefreak.co.jp/blog/dir_english/2013/01/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-232
233,ja,2013-01,2013-01-21,https://www.gamefreak.co.jp/blog/dir/2013/01/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%93%ef%bc%93%e5%9b%9e%e3%83%bb/
233,en,2013-01,2013-01-21,https://www.gamefreak.co.jp/blog/dir_english/2013/01/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-233
234,ja,2013-01,2013-01-24,https://www.gamefreak.co.jp/blog/dir/2013/01/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%93%ef%bc%94%e5%9b%9e%e3%83%bb/
234,en,2013-01,2013-01-24,https://www.gamefreak.co.jp/blog/dir_english/2013/01/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-234
235,ja,2013-02,2013-02-05,https://www.gamefreak.co.jp/blog/dir/2013/02/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%93%ef%bc%95%e5%9b%9e%e3%83%bb/
235,en,2013-02,2013-02-05,https://www.gamefreak.co.jp/blog/dir_english/2013/02/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-235
236,ja,2013-05,2013-05-31,https://www.gamefreak.co.jp/blog/dir/2013/05/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%93%ef%bc%96%e5%9b%9e%e3%83%bb/
236,en,2013-05,2013-05-31,https://www.gamefreak.co.jp/blog/dir_english/2013/05/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-236
237,ja,2013-06,2013-06-18,https://www.gamefreak.co.jp/blog/dir/2013/06/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%93%ef%bc%97%e5%9b%9e%e3%83%bb/
237,en,2013-06,2013-06-18,https://www.gamefreak.co.jp/blog/dir_english/2013/06/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-237
238,ja,2013-06,2013-06-19,https://www.gamefreak.co.jp/blog/dir/2013/06/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%93%ef%bc%98%e5%9b%9e%e3%83%bb/
238,en,2013-06,2013-06-20,https://www.gamefreak.co.jp/blog/dir_english/2013/06/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-238
239,ja,2013-06,2013-06-20,https://www.gamefreak.co.jp/blog/dir/2013/06/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%93%ef%bc%99%e5%9b%9e%e3%83%bb/
239,en,2013-06,2013-06-21,https://www.gamefreak.co.jp/blog/dir_english/2013/06/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-239
240,ja,2013-07,2013-07-31,https://www.gamefreak.co.jp/blog/dir/2013/07/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac240%e5%9b%9e%e3%83%bb/
240,en,2013-07,2013-07-31,https://www.gamefreak.co.jp/blog/dir_english/2013/07/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-240
241,ja,2013-11,2013-11-18,https://www.gamefreak.co.jp/blog/dir/2013/11/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%94%ef%bc%91%e5%9b%9e%e3%83%bb/
241,en,2013-11,2013-11-19,https://www.gamefreak.co.jp/blog/dir_english/2013/11/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-241
242,ja,2014-10,2014-10-31,https://www.gamefreak.co.jp/blog/dir/2014/10/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%94%ef%bc%92%e5%9b%9e%e3%83%bb/
242,en,2014-10,2014-11-05,https://www.gamefreak.co.jp/blog/dir_english/2014/11/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-242
243,ja,2014-11,2014-11-10,https://www.gamefreak.co.jp/blog/dir/2014/11/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%94%ef%bc%93%e5%9b%9e%e3%83%bb/
243,en,2014-11,2014-11-10,https://www.gamefreak.co.jp/blog/dir_english/2014/11/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-243
244,ja,2015-09,2015-09-11,https://www.gamefreak.co.jp/blog/dir/2015/09/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%92%ef%bc%94%ef%bc%94%e5%9b%9e%e3%83%bb/
244,en,2015-09,2015-09-14,https://www.gamefreak.co.jp/blog/dir_english/2015/09/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-244
